"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 03 00:00:48 EEST 2023","Sun Sep 03 00:00:53 EEST 2023","5074","automated_tests","test_car_in_garage","TestCarInGarage","","","test_car_present_in_garage",""
